,question,passage,seq_label,ans
34,Apakah singkatan dari Lembaga Bantuan Hukum,"Selain menyedot perhatian masyarakat , sidang juga dihadiri beberapa anggota lembaga swadaya masyarakat ( LSM ) seperti Perhimpunan Bantuan Hukum dan HAM ( PBHI ) , Lembaga Bantuan Hukum ( LBH ) Makassar , LBH Papua , Kontras Papua , serta pemantau asing dari Peace Brigadir Internasional .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",makassar
35,Sejak tahun berapa penanaman modal asing di Riau terus menurun ?,"Akibatnya , realisasi penanaman modal dalam negeri ( PMDN ) dan penanaman modal asing ( PMA ) di Riau sejak tahun 1999 terus menurun . Data dari Badan Promosi dan Investasi Riau tahun 1999-2003 menunjukkan penurunan signifikan PMDN dari sekitar Rp 2 , 4 triliun menjadi Rp 252 miliar . Sementara , PMA dari sekitar Rp 1 , 23 triliun menjadi Rp 144 miliar .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1999
36,Apa nama bandara Selaparang yang direlokasi ?,"Hatta menjelaskan , untuk Bandara Polonia akan direlokasi di Kuala Namu . Sementara Bandara Selaparang akan direlokasi ke Lombok Barat dengan nama Bandara Pyara .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O']",sementara bandara selaparang akan direlokasi ke lombok barat dengan nama bandara pyara
37,Apakah bahan bakar produksi Pertamina yang harganya turun dari Rp 5.700 menjadi Rp 5.400 pada pertengahan November 2005,"Harga pertamax dan pertamax plus terus turun sejak kenaikan harga BBM 1 Oktober lalu . Pertamina baru juga menurunkan harga kedua jenis bensin super itu pertengahan November . Harga pertamax plus yang semula Rp 5.900 turun menjadi Rp 5.700 , sedangkan pertamax dari Rp 5.700 menjadi Rp 5.400 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tidak ditemukan
38,Mulai tahun berapa Kelompok Nelayan Mina Bakti Soansari berjuang membebaskan ikan hias dari sianida ?,"Perjuangan membebaskan ikan hias dari sianida itu berawal sejak tahun 1990 - an . Kini para nelayan Les pun lantang menyuarakan : "" Kami bebas sianida . Bebas pemakaian potasium . Dijamin aman . ""","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tidak ditemukan
39,Siapakah atlet dari Malaysia yang mengalahkan Darwati di nomor 10 km jalan cepat pada Kejuaraan Atletik Malaysia Terbuka 2005,"Selain Linda yang mendapat perak , Darwati ( 10 km jalan cepat ) dan Oliva Sadi ( 1.500 meter ) juga meraih perak . Darwati tertinggal di belakang Yuan Yufang ( Malaysia ) . Namun , Tersiana Riwu Rohi didiskualifikasi di nomor tersebut .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",siapakah atlet dari malaysia yang mengalahkan darwati di nomor 10 km jalan cepat pada kejuaraan atletik malaysia terbuka 2005 [SEP]
40,Berapa total harga mobil inventaris KPU yang belum dikembalikan mantan anggota KPU ?,"Semua mantan anggota KPU itu mendapat Toyota Kijang keluaran tahun 1999 yang saat itu harganya Rp 112,650 juta . Total harga mobil inventaris KPU yang belum dikembalikan mantan anggota KPU Rp 3,717 miliar .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O']","rp 3 , 717 miliar"
41,"Kapankah diadakannya acara pelantikan Bupati-Wakil Bupati Blora periode 2005-2010 , Basuki Widodo / Yudhi Sancoyo ?","Dia ditemui Kompas di sela-sela acara pelantikan Bupati-Wakil Bupati Blora periode 2005-2010 , Basuki Widodo / Yudhi Sancoyo , di pendopo kabupaten setempat , Kamis ( 11/8 ) ,","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O']",dia ditemui kompas di sela - sela
42,"Berapakah umur kakak Dibaba , Ejegayehu ?","Defar yang rekan senegara Dibaba adalah juara 5.000 meter di Olimpiade Athena . Dia finis kedua . Adapun kakak Dibaba , Ejegayehu ( 23 ) , di peringkat ketiga . Ejegayehu juga sudah mengantongi perunggu di 10.000 meter . Keperkasaan putri Etiopia berlanjut dengan merebut urutan keempat yang diraih juara dunia yunior , Meselech Melkamu .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","adapun kakak dibaba , ejegayehu ( 23 ) , di peringkat ketiga"
43,Siapakah nama Kepala Dinas Kesehatan NTT,"Komisi IX DPR ditemui Kepala Dinas Kesehatan NTT Stef Bria yang didampingi Direktur RSU WZ Johannes Hein Mooy . Di So ' e , Timor Tengah Selatan , 360 anak penderita diare dirawat .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",komisi ix dpr
44,Berapakah bobot impaktor yang ditembakkan NASA ke komet 9P / Tempel 1 ?,"Misi Deep Impact Badan Antariksa Amerika Serikat ( NASA ) , 4 Juli 2005 , adalah menembakkan impaktor berbobot 362 kilogram ke komet 9P / Tempel 1 . Misi untuk meneliti bagian dalam komet itu terbilang sukses . Citra yang dikirim ke Bumi menunjukkan secara detail pemandangan spektakuler dari inti komet saat tumbukan dan setelah tumbukan , serta efeknya pada komet .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",adalah menembakkan
45,Berapa total dana operasional Pemilu 2004 di tujuh kabupaten yang belum dipertanggungjawabkan ?,"Selain soal kendaraan inventaris KPU yang belum dikembalikan , audit BPK juga menyoroti adanya tujuh kabupaten yang belum menyampaikan pertanggungjawaban dana operasional Pemilu 2004 . Total anggaran yang belum dipertanggungjawabkan oleh ketujuh kabupaten itu Rp 19,797 miliar .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O']","total anggaran yang belum dipertanggungjawabkan oleh ketujuh kabupaten itu rp 19 , 797 miliar"
46,Desa apakah yang harus tergusur dengan pembangunan bandara AU dekat bandara Kuala Namu ?,"Di tengah ketidakjelasan pembangunan , warga sekitar kembali dibuat bingung dengan rencana pembangunan bandara Angkatan Udara , yang mengambil sisi kanan dan kiri bandara komersial seluas 1.000 hektar sehingga bakal menggusur sebagian Desa Sidodadi dan Desa Sidourip . Saat ini proses pembebasan tanah oleh pihak AU terus dilakukan .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[SEP]
47,Siapakah tokoh agama yang membintangi spot iklan PIN 2005,"Saat ini telah disiapkan 326 spot iklan tokoh agama Aa Gymnastiar di tujuh televisi untuk dua putaran . Juga 420 spot iklan TV Counting Down PIN , menampilkan pemain sinetron televisi Anjasmara dengan anaknya . ( LOK )","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",saat ini telah disiapkan 326
48,Kapan diadakannya International Conference on Thinking ke - 7 di Singapura ?,"Kita akan segera menjadi mafhum dalam konteks apa Mahbubani menulis tulisannya . Tulisan Bisakah Orang Asia Berpikir ? ( Juni 1997 ) adalah makalahnya pada International Conference on Thinking ke - 7 di Singapura . Ia segera menjadi provokatif karena membandingkan peradaban dan "" cara berpikir "" orang Asia dengan Barat .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tidak ditemukan
49,Tanggal berapakah Hosni Mubarak dinyatakan menang oleh Ketua Komisi Pemilihan Umum di Cairo ?,"Mubarak secara resmi dinyatakan menang oleh Ketua Komisi Pemilihan Umum ( KPU ) yang juga Hakim Agung Mamdouh Marie , Jumat ( 9/9 ) malam waktu Cairo . Setelah memenangi empat kali referendum sebelumnya , Mubarak juga menang pada pemilu langsung dan multikandidat yang pertama kali di Mesir .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tidak ditemukan
50,Apa nama film pertama Indonesia yang terpilih sebagai film terbaik internasional Festival Film Asia ( Pasifik ) pada 1970 ?,"Contoh lain adalah film pertama Indonesia yang terpilih sebagai film terbaik internasional . Karya Asrul Sani yang memenangi Festival Film Asia ( Pasifik ) pada 1970 itu tetap saja ditulis sebagai Apa Jang Kau Tjari , Palupi ? ? Jadi , Ejaan Bahasa Indonesia Yang Disempurnakan yang berlaku mulai 17 Agustus 1972 itu tak laku di dunia film karena judul film harus ditulis sesuai dengan ejaan yang berlaku saat film itu dibikin . Jadi , bukan Apa Yang Kau Cari , Palupi ?","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tidak ditemukan
51,Siapakah terdakwa kasus pelanggaran HAM Abepura yang pernah menjabat sebagai Brigadir Jenderal,"Makassar , Kompas - Pengadilan Hak Asasi Manusia Makassar membebaskan terdakwa kasus pelanggaran HAM Abepura , Brigadir Jenderal ( Pol ) Johny Wainal Usman , dari segala dakwaan dalam sidang pembacaan putusan , Kamis ( 8/ 9 ) di Pengadilan Negeri Makassar , Sulawesi Selatan .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tidak ditemukan
52,Jenis anjing apakah induk semang anjing kloning Snuppy ?,"Charles mengemukakan , proses penyatuan kedua sel itu dilakukan dengan cara memasukkan keduanya ke dalam alat pemersatu yang terbuat dari baja putih / platina berisi cairan pemersatu ( manitol ) dan selanjutnya dialiri listrik 3 , 0-3 , 5 kV / cm . Hasil penyatuan ini berkembang menjadi embrio yang lalu dipindahkan ke induk semang - seekor labrador .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O']",labrador
53,Apa judul dari laporan yang dikeluarkan suatu organisasi antiperang Irak ?,"Selain semakin banyaknya tentara yang tewas , biaya pengeluaran AS untuk perang pun tidak sedikit . Menurut laporan berjudul The Iraq Quagmire dari organisasi antiperang , Rabu , pengeluaran AS setiap bulan untuk Irak jauh lebih besar dibandingkan untuk perang di Vietnam tahun 1960 - an dan 1970 - an .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",the iraq quagmire
54,"Siapakah ahli fisika dan aktivis terkemuka India yang memaparkan bahwa kesenjangan pendapatan antara penduduk dunia yang hidup di negara terkaya dengan yang hidup di negara termiskin meningkat berlipat-lipat , dari 30:1 pada tahun 1960 menjadi 78:1 pada tahun 1978","Relasi ekonomi antarnegara maju dan negara berkembang juga dianggap sangat tidak adil . Ahli fisika dan aktivis terkemuka India , Vandana Shiva , memaparkan , kesenjangan pendapatan antara penduduk dunia yang hidup di negara-negara terkaya dan penduduk yang hidup di negeri-negeri termiskin meningkat berlipat-lipat , dari 30 : 1 pada tahun 1960 , menjadi 78 : 1 pada tahun 1978 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[CLS]
55,Berapakah nilai kapitalisasi di pasar modal per 28 Desember 2005,"Nilai kapitalisasi di pasar modal juga meningkat 17,78 persen dari Rp 679,9 triliun tahun lalu menjadi Rp 800,8 triliun per 28 Desember kemarin , kata Ketua Badan Pengawas Pasar Modal ( Bapepam ) Darmin Nasution pada konferensi pers akhir tahun pasar modal di Jakarta , Kamis ( 29/12 ) .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tidak ditemukan
56,Dimana Dr Wilson W Wenas mengajar ?,"Kertas kerja Wilson dinilai terbaik dari 700 makalah dari 35 negara peserta yang ikut perlombaan . Menurut Wilson , staf pengajar dari Departemen Fisika Institut Teknologi Bandung ( ITB ) itu , kemenangannya sangat berarti untuk kalangan intelektual di Tanah Air . Karya kami ( lokal ) ternyata bisa menang , katanya .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","menurut wilson , staf pengajar dari departemen fisika institut teknologi bandung"
57,Dari negara manakah petenis Maria Sharapova berasal ?,"Moskwa , Senin - Remaja putri Rusia , Maria Sharapova , resmi menyandang gelar sebagai petenis nomor satu dunia dalam daftar peringkat yang dilansir WTA , Senin ( 22/8 ) . Sharapova , 18 tahun , menggeser petenis AS , Lindsay Davenport , yang bertahan selama 82 pekan di peringkat nomor wahid .","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",resmi menyandang gelar sebagai petenis nomor satu dunia dalam daftar peringkat yang dilansir wta
58,Kapankah Menteri Perdagangan mengunjungi perusahaan Tata Consultancy Services di India ?,"Demikian dikemukakan Menteri Perdagangan Mari Elka Pengestu saat mengunjungi Tata Consultancy Services ( TCS ) , salah satu perusahaan perangkat lunak ( software ) terkemuka dunia di Bangalore , India , Selasa ( 9/10 ) .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O']",bangalore
59,Kapankah Kepala Kebun Raya Cibodas mengatakan bahwa Taman Lumut di KRC merupakan satu-satunya di dunia,"Taman Lumut yang dibangun di atas lahan 2.500 meter persegi di areal KRC yang luasnya 125 hektar , bila sudah jadi nanti , maka berkibarlah bendera Merah Putih di dunia internasional , terutama di bidang keilmuan . Taman Lumut di KRC ini merupakan satu-satunya di dunia sebab negara lain di dunia belum memiliki Taman Lumut seperti yang sedang kita bangun , kata Kepala KRC Ir Holif Immamudin kepada Kompas , Selasa ( 16/8 ) siang di Bogor .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O']",[CLS] kapankah kepala kebun raya cibodas mengatakan bahwa taman lumut di krc merupakan satu - satunya di dunia [SEP]
60,Di manakah terulang kembali penyerangan harimau terhadap operator buldoser ?,"Kejadian di areal bukaan hutan untuk dijadikan hutan tanaman industri di Desa Rantau Kasih , Kecamatan Kampar Kiri , Kabupaten Kampar , Riau , tersebut berulang kembali tepat dua minggu setelahnya .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","kejadian di areal bukaan hutan untuk dijadikan hutan tanaman industri di desa rantau kasih , kecamatan kampar kiri , kabupaten kampar , riau , tersebut berulang kembali tepat dua minggu setelahnya"
61,"di lembaga apakah , Arinal Djunaidi menjabat sebagai kepala dinas","Jalan paling baik , satwa-satwa itu dititipkan di Pusat Penyelamatan Satwa Bogor . Di masa depan kawasan itu harus punya izin , ujar Kepala Dinas Kehutanan Lampung Arinal Djunaidi , Kamis ( 22/12 ) di Bandar Lampung .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","kehutanan lampung arinal djunaidi , kamis ( 22 / 12 ) di bandar lampung"
62,Berapa macam persyaratankah yang harus dipenuhi Benin agar bisa mendapatkan bantuan ?,"Hasil riset lembaga swadaya masyarakat Eurodad menunjukkan , Benin harus memenuhi 130 macam persyaratan agar bisa mendapatkan bantuan , naik dari 53 persyaratan yang dikenakan sebelumnya . Sebelas dari 13 negara yang dianalisis harus melakukan promosi privatisasi sebelum mendapatkan bantuan dari Bank Dunia .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",benin
63,Dari manakah Presiden Susilo Bambang Yudhoyono memimpin rapat kabinet terbatas dengan media videoconference pada bulan September 2005 ?,"Jakarta , Kompas - Presiden Susilo Bambang Yudhoyono memimpin rapat kabinet terbatas melalui videoconference dari Missouri , Amerika Serikat , Senin ( 12/9 ) . Rapat kabinet jarak jauh ini akan dilakukan setiap hari selama Presiden berada di AS .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","missouri , amerika serikat , senin"
64,Berapakah tingkat pertumbuhan ekonomi Indonesia saat ini ?,"Pada saat yang sama , ekonomi Indonesia tumbuh antara 3,4 persen dan 6,35 persen , tetapi belum diikuti penciptaan lapangan kerja . Pertumbuhan ekonomi lebih diciptakan oleh penambahan investasi baru dan kapasitas produksi pada sektor-sektor yang kurang menampung banyak tenaga kerja , kata Aden .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","pertumbuhan ekonomi lebih diciptakan oleh penambahan investasi baru dan kapasitas produksi pada sektor - sektor yang kurang menampung banyak tenaga kerja , kata aden"
65,Siapakah kandidat presiden Mesir dari Partai Uni Demokrasi pada pemilu pertama multikandidat di Mesir tahun 2005,"Pemilu pertama multikandidat ini diikuti 10 kandidat , yaitu Ibrahim Tork dari Partai Uni Demokrasi , Noaman Gomaa dari Partai Wafd , Muhammad Hosni Mubarak dari Partai Nasional Demokrasi , Ayman Nour dari Partai Al Ghad , Osama Shaltout dari Partai Solidaritas , Fawzi Ghazal dari Partai Mesir 2000 , Ahmed Al Sabahi dari Partai Ummah , Mamdouh Qenawi dari Partai Konstitusi Sosialis , Refaat Al Agroudy dari Partai Kesepakatan , dan Wahid Al Uksory dari Partai Arab Sosialis Mesir .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[SEP]
66,"Tahun berapa Mochtar Lubis menyampaikan Pidato Kebudayaan di Taman Ismail Marzuki bertema "" Manusia Indonesia ""","Peringatan Mahbubani agar kita memiliki mentalitas baru harus dicamkan . Mochtar Lubis sebenarnya juga sudah mengingatkan kita pada 1977 saat menyampaikan Pidato Kebudayaan di Taman Ismail Marzuki bertema "" Manusia Indonesia "" , yang diciri-utamakan antara lain oleh tingginya mentalitas oportunis .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1977
